 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_QA_nfp2_A6.nc                                                                                                                                               
 dt=   3.0000000000000000E-009
 steps=      3000000
 x0=   7.4770000000000003E-002    3.077500000000000      
    6.411400000000000     
 u=    7000.000000000000     
 v_perp=    20000.00000000000     
 
time(s)         r       z        zeta      s
    2.9700000000E-07    1.3090211051E+00   -4.2005265161E-02    6.4129280382E+00    7.4769581808E-02
    5.9700000000E-07    1.3089446818E+00   -4.2410401695E-02    6.4144715490E+00    7.4769155754E-02
    8.9700000000E-07    1.3088674615E+00   -4.2815371382E-02    6.4160150983E+00    7.4768726044E-02
    1.1970000000E-06    1.3087894446E+00   -4.3220172523E-02    6.4175586867E+00    7.4768292677E-02
    1.4970000000E-06    1.3087106318E+00   -4.3624803420E-02    6.4191023145E+00    7.4767855654E-02
    1.7970000000E-06    1.3086310235E+00   -4.4029262378E-02    6.4206459824E+00    7.4767414974E-02
    2.0970000000E-06    1.3085506203E+00   -4.4433547701E-02    6.4221896907E+00    7.4766970639E-02
    2.3970000000E-06    1.3084694226E+00   -4.4837657698E-02    6.4237334401E+00    7.4766522647E-02
    2.6970000000E-06    1.3083874310E+00   -4.5241590679E-02    6.4252772308E+00    7.4766070999E-02
    2.9970000000E-06    1.3083046461E+00   -4.5645344956E-02    6.4268210635E+00    7.4765615695E-02
    3.2970000000E-06    1.3082210683E+00   -4.6048918843E-02    6.4283649386E+00    7.4765156735E-02
    3.5970000000E-06    1.3081366983E+00   -4.6452310657E-02    6.4299088566E+00    7.4764694119E-02
    3.8970000000E-06    1.3080515366E+00   -4.6855518715E-02    6.4314528180E+00    7.4764227848E-02
    4.1970000000E-06    1.3079655837E+00   -4.7258541337E-02    6.4329968232E+00    7.4763757920E-02
    4.4970000000E-06    1.3078788402E+00   -4.7661376848E-02    6.4345408728E+00    7.4763284337E-02
    4.7970000000E-06    1.3077913066E+00   -4.8064023570E-02    6.4360849672E+00    7.4762807098E-02
    5.0970000000E-06    1.3077029836E+00   -4.8466479832E-02    6.4376291070E+00    7.4762326203E-02
    5.3970000000E-06    1.3076138717E+00   -4.8868743962E-02    6.4391732925E+00    7.4761841653E-02
    5.6970000000E-06    1.3075239715E+00   -4.9270814291E-02    6.4407175243E+00    7.4761353447E-02
    5.9970000000E-06    1.3074332836E+00   -4.9672689153E-02    6.4422618029E+00    7.4760861586E-02
    6.2970000000E-06    1.3073418086E+00   -5.0074366884E-02    6.4438061287E+00    7.4760366069E-02
    6.5970000000E-06    1.3072495470E+00   -5.0475845821E-02    6.4453505023E+00    7.4759866897E-02
    6.8970000000E-06    1.3071564995E+00   -5.0877124306E-02    6.4468949240E+00    7.4759364071E-02
    7.1970000000E-06    1.3070626667E+00   -5.1278200680E-02    6.4484393945E+00    7.4758857589E-02
    7.4970000000E-06    1.3069680491E+00   -5.1679073289E-02    6.4499839141E+00    7.4758347452E-02
    7.7970000000E-06    1.3068726474E+00   -5.2079740479E-02    6.4515284834E+00    7.4757833660E-02
    8.0970000000E-06    1.3067764623E+00   -5.2480200601E-02    6.4530731029E+00    7.4757316213E-02
    8.3970000000E-06    1.3066794943E+00   -5.2880452006E-02    6.4546177730E+00    7.4756795111E-02
    8.6970000000E-06    1.3065817441E+00   -5.3280493048E-02    6.4561624942E+00    7.4756270355E-02
    8.9970000000E-06    1.3064832123E+00   -5.3680322085E-02    6.4577072669E+00    7.4755741945E-02
    9.2970000000E-06    1.3063838995E+00   -5.4079937476E-02    6.4592520918E+00    7.4755209880E-02
    9.5970000000E-06    1.3062838065E+00   -5.4479337582E-02    6.4607969692E+00    7.4754674160E-02
    9.8970000000E-06    1.3061829337E+00   -5.4878520767E-02    6.4623418997E+00    7.4754134787E-02
    1.0197000000E-05    1.3060812820E+00   -5.5277485398E-02    6.4638868837E+00    7.4753591759E-02
    1.0497000000E-05    1.3059788519E+00   -5.5676229844E-02    6.4654319217E+00    7.4753045077E-02
    1.0797000000E-05    1.3058756442E+00   -5.6074752477E-02    6.4669770142E+00    7.4752494742E-02
    1.1097000000E-05    1.3057716594E+00   -5.6473051669E-02    6.4685221617E+00    7.4751940753E-02
    1.1397000000E-05    1.3056668983E+00   -5.6871125799E-02    6.4700673646E+00    7.4751383110E-02
    1.1697000000E-05    1.3055613615E+00   -5.7268973246E-02    6.4716126235E+00    7.4750821813E-02
    1.1997000000E-05    1.3054550498E+00   -5.7666592390E-02    6.4731579388E+00    7.4750256864E-02
    1.2297000000E-05    1.3053479637E+00   -5.8063981616E-02    6.4747033110E+00    7.4749688261E-02
    1.2597000000E-05    1.3052401041E+00   -5.8461139311E-02    6.4762487406E+00    7.4749116005E-02
    1.2897000000E-05    1.3051314715E+00   -5.8858063866E-02    6.4777942280E+00    7.4748540096E-02
    1.3197000000E-05    1.3050220668E+00   -5.9254753671E-02    6.4793397739E+00    7.4747960534E-02
    1.3497000000E-05    1.3049118905E+00   -5.9651207122E-02    6.4808853785E+00    7.4747377320E-02
    1.3797000000E-05    1.3048009435E+00   -6.0047422616E-02    6.4824310425E+00    7.4746790453E-02
    1.4097000000E-05    1.3046892264E+00   -6.0443398553E-02    6.4839767663E+00    7.4746199933E-02
    1.4397000000E-05    1.3045767399E+00   -6.0839133337E-02    6.4855225504E+00    7.4745605762E-02
    1.4697000000E-05    1.3044634848E+00   -6.1234625373E-02    6.4870683952E+00    7.4745007939E-02
    1.4997000000E-05    1.3043494618E+00   -6.1629873069E-02    6.4886143013E+00    7.4744406463E-02
    1.5297000000E-05    1.3042346716E+00   -6.2024874836E-02    6.4901602691E+00    7.4743801336E-02
    1.5597000000E-05    1.3041191150E+00   -6.2419629089E-02    6.4917062991E+00    7.4743192558E-02
    1.5897000000E-05    1.3040027928E+00   -6.2814134243E-02    6.4932523919E+00    7.4742580128E-02
    1.6197000000E-05    1.3038857056E+00   -6.3208388718E-02    6.4947985478E+00    7.4741964047E-02
    1.6497000000E-05    1.3037678541E+00   -6.3602390937E-02    6.4963447674E+00    7.4741344315E-02
    1.6797000000E-05    1.3036492393E+00   -6.3996139325E-02    6.4978910511E+00    7.4740720933E-02
    1.7097000000E-05    1.3035298618E+00   -6.4389632309E-02    6.4994373994E+00    7.4740093899E-02
    1.7397000000E-05    1.3034097224E+00   -6.4782868320E-02    6.5009838129E+00    7.4739463216E-02
    1.7697000000E-05    1.3032888219E+00   -6.5175845792E-02    6.5025302919E+00    7.4738828882E-02
    1.7997000000E-05    1.3031671610E+00   -6.5568563161E-02    6.5040768370E+00    7.4738190899E-02
    1.8297000000E-05    1.3030447405E+00   -6.5961018867E-02    6.5056234487E+00    7.4737549265E-02
    1.8597000000E-05    1.3029215612E+00   -6.6353211353E-02    6.5071701274E+00    7.4736903982E-02
    1.8897000000E-05    1.3027976239E+00   -6.6745139062E-02    6.5087168736E+00    7.4736255050E-02
    1.9197000000E-05    1.3026729294E+00   -6.7136800445E-02    6.5102636879E+00    7.4735602469E-02
    1.9497000000E-05    1.3025474785E+00   -6.7528193951E-02    6.5118105706E+00    7.4734946239E-02
    1.9797000000E-05    1.3024212719E+00   -6.7919318035E-02    6.5133575223E+00    7.4734286360E-02
    2.0097000000E-05    1.3022943105E+00   -6.8310171154E-02    6.5149045434E+00    7.4733622833E-02
    2.0397000000E-05    1.3021665952E+00   -6.8700751768E-02    6.5164516344E+00    7.4732955658E-02
    2.0697000000E-05    1.3020381266E+00   -6.9091058341E-02    6.5179987959E+00    7.4732284834E-02
    2.0997000000E-05    1.3019089057E+00   -6.9481089339E-02    6.5195460282E+00    7.4731610364E-02
    2.1297000000E-05    1.3017789332E+00   -6.9870843230E-02    6.5210933319E+00    7.4730932246E-02
    2.1597000000E-05    1.3016482099E+00   -7.0260318487E-02    6.5226407075E+00    7.4730250481E-02
    2.1897000000E-05    1.3015167368E+00   -7.0649513586E-02    6.5241881554E+00    7.4729565069E-02
    2.2197000000E-05    1.3013845147E+00   -7.1038427005E-02    6.5257356761E+00    7.4728876010E-02
    2.2497000000E-05    1.3012515443E+00   -7.1427057226E-02    6.5272832701E+00    7.4728183305E-02
    2.2797000000E-05    1.3011178265E+00   -7.1815402733E-02    6.5288309379E+00    7.4727486955E-02
    2.3097000000E-05    1.3009833622E+00   -7.2203462014E-02    6.5303786800E+00    7.4726786958E-02
    2.3397000000E-05    1.3008481523E+00   -7.2591233560E-02    6.5319264968E+00    7.4726083316E-02
    2.3697000000E-05    1.3007121975E+00   -7.2978715865E-02    6.5334743888E+00    7.4725376029E-02
    2.3997000000E-05    1.3005754987E+00   -7.3365907427E-02    6.5350223565E+00    7.4724665097E-02
    2.4297000000E-05    1.3004380569E+00   -7.3752806746E-02    6.5365704004E+00    7.4723950521E-02
    2.4597000000E-05    1.3002998729E+00   -7.4139412325E-02    6.5381185210E+00    7.4723232301E-02
    2.4897000000E-05    1.3001609475E+00   -7.4525722672E-02    6.5396667187E+00    7.4722510436E-02
