 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_pwO_nfp2_A6.nc                                                                                                                                              
 dt=   1.0000000000000000E-008
 steps=      1000000
 x0=   7.0000000000000007E-002    3.077400000000000      
    6.411414000000000     
 u=    2000.000000000000     
 v_perp=    20000.00000000000     
 
time(s)         r       z        zeta      s
    4.9000000000E-07    1.2710889364E+00   -3.2569557938E-02    6.4121030481E+00    7.0002073857E-02
    9.9000000000E-07    1.2710706800E+00   -3.2985287188E-02    6.4128084121E+00    7.0004207597E-02
    1.4900000000E-06    1.2710522188E+00   -3.3402329280E-02    6.4135160719E+00    7.0006359110E-02
    1.9900000000E-06    1.2710335508E+00   -3.3820694514E-02    6.4142260468E+00    7.0008528436E-02
    2.4900000000E-06    1.2710146741E+00   -3.4240393186E-02    6.4149383562E+00    7.0010715613E-02
    2.9900000000E-06    1.2709955865E+00   -3.4661435595E-02    6.4156530196E+00    7.0012920680E-02
    3.4900000000E-06    1.2709762859E+00   -3.5083832036E-02    6.4163700566E+00    7.0015143676E-02
    3.9900000000E-06    1.2709567703E+00   -3.5507592807E-02    6.4170894867E+00    7.0017384639E-02
    4.4900000000E-06    1.2709370375E+00   -3.5932728202E-02    6.4178113295E+00    7.0019643608E-02
    4.9900000000E-06    1.2709170853E+00   -3.6359248513E-02    6.4185356046E+00    7.0021920622E-02
    5.4900000000E-06    1.2708969116E+00   -3.6787164031E-02    6.4192623317E+00    7.0024215720E-02
    5.9900000000E-06    1.2708765142E+00   -3.7216485046E-02    6.4199915304E+00    7.0026528941E-02
    6.4900000000E-06    1.2708558908E+00   -3.7647221841E-02    6.4207232206E+00    7.0028860323E-02
    6.9900000000E-06    1.2708350391E+00   -3.8079384701E-02    6.4214574220E+00    7.0031209907E-02
    7.4900000000E-06    1.2708139570E+00   -3.8512983902E-02    6.4221941545E+00    7.0033577730E-02
    7.9900000000E-06    1.2707926420E+00   -3.8948029715E-02    6.4229334379E+00    7.0035963832E-02
    8.4900000000E-06    1.2707710919E+00   -3.9384532405E-02    6.4236752920E+00    7.0038368252E-02
    8.9900000000E-06    1.2707493043E+00   -3.9822502232E-02    6.4244197370E+00    7.0040791028E-02
    9.4900000000E-06    1.2707272767E+00   -4.0261949448E-02    6.4251667927E+00    7.0043232199E-02
    9.9900000000E-06    1.2707050069E+00   -4.0702884302E-02    6.4259164792E+00    7.0045691805E-02
    1.0490000000E-05    1.2706824923E+00   -4.1145317035E-02    6.4266688165E+00    7.0048169885E-02
    1.0990000000E-05    1.2706597305E+00   -4.1589257882E-02    6.4274238247E+00    7.0050666476E-02
    1.1490000000E-05    1.2706367190E+00   -4.2034717070E-02    6.4281815241E+00    7.0053181618E-02
    1.1990000000E-05    1.2706134552E+00   -4.2481704818E-02    6.4289419346E+00    7.0055715349E-02
    1.2490000000E-05    1.2705899367E+00   -4.2930231335E-02    6.4297050767E+00    7.0058267709E-02
    1.2990000000E-05    1.2705661609E+00   -4.3380306825E-02    6.4304709704E+00    7.0060838735E-02
    1.3490000000E-05    1.2705421251E+00   -4.3831941479E-02    6.4312396362E+00    7.0063428466E-02
    1.3990000000E-05    1.2705178267E+00   -4.4285145479E-02    6.4320110943E+00    7.0066036940E-02
    1.4490000000E-05    1.2704932631E+00   -4.4739928996E-02    6.4327853652E+00    7.0068664197E-02
    1.4990000000E-05    1.2704684315E+00   -4.5196302193E-02    6.4335624692E+00    7.0071310273E-02
    1.5490000000E-05    1.2704433293E+00   -4.5654275216E-02    6.4343424268E+00    7.0073975207E-02
    1.5990000000E-05    1.2704179537E+00   -4.6113858204E-02    6.4351252584E+00    7.0076659036E-02
    1.6490000000E-05    1.2703923020E+00   -4.6575061280E-02    6.4359109847E+00    7.0079361800E-02
    1.6990000000E-05    1.2703663713E+00   -4.7037894555E-02    6.4366996261E+00    7.0082083534E-02
    1.7490000000E-05    1.2703401588E+00   -4.7502368124E-02    6.4374912032E+00    7.0084824277E-02
    1.7990000000E-05    1.2703136616E+00   -4.7968492071E-02    6.4382857368E+00    7.0087584066E-02
    1.8490000000E-05    1.2702868768E+00   -4.8436276462E-02    6.4390832474E+00    7.0090362938E-02
    1.8990000000E-05    1.2702598016E+00   -4.8905731347E-02    6.4398837558E+00    7.0093160930E-02
    1.9490000000E-05    1.2702324329E+00   -4.9376866761E-02    6.4406872827E+00    7.0095978079E-02
    1.9990000000E-05    1.2702047678E+00   -4.9849692721E-02    6.4414938489E+00    7.0098814421E-02
    2.0490000000E-05    1.2701768033E+00   -5.0324219226E-02    6.4423034752E+00    7.0101669993E-02
    2.0990000000E-05    1.2701485362E+00   -5.0800456258E-02    6.4431161825E+00    7.0104544830E-02
    2.1490000000E-05    1.2701199635E+00   -5.1278413778E-02    6.4439319917E+00    7.0107438970E-02
    2.1990000000E-05    1.2700910822E+00   -5.1758101727E-02    6.4447509237E+00    7.0110352446E-02
    2.2490000000E-05    1.2700618890E+00   -5.2239530027E-02    6.4455729994E+00    7.0113285296E-02
    2.2990000000E-05    1.2700323808E+00   -5.2722708577E-02    6.4463982400E+00    7.0116237553E-02
    2.3490000000E-05    1.2700025543E+00   -5.3207647255E-02    6.4472266663E+00    7.0119209253E-02
    2.3990000000E-05    1.2699724063E+00   -5.3694355916E-02    6.4480582994E+00    7.0122200430E-02
    2.4490000000E-05    1.2699419336E+00   -5.4182844390E-02    6.4488931606E+00    7.0125211119E-02
    2.4990000000E-05    1.2699111328E+00   -5.4673122486E-02    6.4497312708E+00    7.0128241354E-02
    2.5490000000E-05    1.2698800005E+00   -5.5165199984E-02    6.4505726513E+00    7.0131291168E-02
    2.5990000000E-05    1.2698485335E+00   -5.5659086640E-02    6.4514173233E+00    7.0134360594E-02
    2.6490000000E-05    1.2698167282E+00   -5.6154792183E-02    6.4522653080E+00    7.0137449666E-02
    2.6990000000E-05    1.2697845812E+00   -5.6652326315E-02    6.4531166267E+00    7.0140558416E-02
    2.7490000000E-05    1.2697520891E+00   -5.7151698708E-02    6.4539713006E+00    7.0143686877E-02
    2.7990000000E-05    1.2697192483E+00   -5.7652919007E-02    6.4548293511E+00    7.0146835080E-02
    2.8490000000E-05    1.2696860552E+00   -5.8155996824E-02    6.4556907996E+00    7.0150003058E-02
    2.8990000000E-05    1.2696525063E+00   -5.8660941743E-02    6.4565556675E+00    7.0153190840E-02
    2.9490000000E-05    1.2696185979E+00   -5.9167763314E-02    6.4574239761E+00    7.0156398458E-02
    2.9990000000E-05    1.2695843263E+00   -5.9676471056E-02    6.4582957470E+00    7.0159625943E-02
    3.0490000000E-05    1.2695496879E+00   -6.0187074453E-02    6.4591710015E+00    7.0162873324E-02
    3.0990000000E-05    1.2695146790E+00   -6.0699582955E-02    6.4600497614E+00    7.0166140630E-02
    3.1490000000E-05    1.2694792956E+00   -6.1214005976E-02    6.4609320479E+00    7.0169427890E-02
    3.1990000000E-05    1.2694435341E+00   -6.1730352894E-02    6.4618178829E+00    7.0172735133E-02
    3.2490000000E-05    1.2694073905E+00   -6.2248633050E-02    6.4627072877E+00    7.0176062388E-02
    3.2990000000E-05    1.2693708611E+00   -6.2768855746E-02    6.4636002841E+00    7.0179409681E-02
    3.3490000000E-05    1.2693339417E+00   -6.3291030245E-02    6.4644968937E+00    7.0182777039E-02
    3.3990000000E-05    1.2692966285E+00   -6.3815165770E-02    6.4653971382E+00    7.0186164490E-02
    3.4490000000E-05    1.2692589175E+00   -6.4341271501E-02    6.4663010393E+00    7.0189572058E-02
    3.4990000000E-05    1.2692208045E+00   -6.4869356580E-02    6.4672086187E+00    7.0192999770E-02
    3.5490000000E-05    1.2691822856E+00   -6.5399430100E-02    6.4681198982E+00    7.0196447650E-02
    3.5990000000E-05    1.2691433566E+00   -6.5931501113E-02    6.4690348995E+00    7.0199915722E-02
    3.6490000000E-05    1.2691040133E+00   -6.6465578626E-02    6.4699536444E+00    7.0203404011E-02
    3.6990000000E-05    1.2690642515E+00   -6.7001671597E-02    6.4708761548E+00    7.0206912539E-02
    3.7490000000E-05    1.2690240670E+00   -6.7539788939E-02    6.4718024525E+00    7.0210441329E-02
    3.7990000000E-05    1.2689834554E+00   -6.8079939514E-02    6.4727325593E+00    7.0213990402E-02
    3.8490000000E-05    1.2689424124E+00   -6.8622132138E-02    6.4736664972E+00    7.0217559780E-02
    3.8990000000E-05    1.2689009338E+00   -6.9166375572E-02    6.4746042881E+00    7.0221149484E-02
    3.9490000000E-05    1.2688590149E+00   -6.9712678526E-02    6.4755459538E+00    7.0224759533E-02
    3.9990000000E-05    1.2688166514E+00   -7.0261049660E-02    6.4764915163E+00    7.0228389946E-02
    4.0490000000E-05    1.2687738388E+00   -7.0811497576E-02    6.4774409975E+00    7.0232040742E-02
    4.0990000000E-05    1.2687305725E+00   -7.1364030823E-02    6.4783944196E+00    7.0235711939E-02
    4.1490000000E-05    1.2686868479E+00   -7.1918657892E-02    6.4793518043E+00    7.0239403553E-02
    4.1990000000E-05    1.2686426604E+00   -7.2475387218E-02    6.4803131738E+00    7.0243115602E-02
    4.2490000000E-05    1.2685980054E+00   -7.3034227174E-02    6.4812785501E+00    7.0246848100E-02
    4.2990000000E-05    1.2685528780E+00   -7.3595186077E-02    6.4822479552E+00    7.0250601063E-02
    4.3490000000E-05    1.2685072735E+00   -7.4158272180E-02    6.4832214111E+00    7.0254374504E-02
    4.3990000000E-05    1.2684611872E+00   -7.4723493674E-02    6.4841989400E+00    7.0258168437E-02
    4.4490000000E-05    1.2684146141E+00   -7.5290858687E-02    6.4851805638E+00    7.0261982873E-02
    4.4990000000E-05    1.2683675494E+00   -7.5860375281E-02    6.4861663048E+00    7.0265817825E-02
    4.5490000000E-05    1.2683199881E+00   -7.6432051452E-02    6.4871561848E+00    7.0269673304E-02
    4.5990000000E-05    1.2682719252E+00   -7.7005895130E-02    6.4881502262E+00    7.0273549318E-02
    4.6490000000E-05    1.2682233557E+00   -7.7581914173E-02    6.4891484510E+00    7.0277445877E-02
    4.6990000000E-05    1.2681742744E+00   -7.8160116373E-02    6.4901508812E+00    7.0281362990E-02
    4.7490000000E-05    1.2681246763E+00   -7.8740509448E-02    6.4911575391E+00    7.0285300663E-02
    4.7990000000E-05    1.2680745561E+00   -7.9323101043E-02    6.4921684467E+00    7.0289258902E-02
    4.8490000000E-05    1.2680239087E+00   -7.9907898732E-02    6.4931836263E+00    7.0293237713E-02
    4.8990000000E-05    1.2679727287E+00   -8.0494910010E-02    6.4942030998E+00    7.0297237101E-02
    4.9490000000E-05    1.2679210108E+00   -8.1084142298E-02    6.4952268895E+00    7.0301257068E-02
    4.9990000000E-05    1.2678687497E+00   -8.1675602939E-02    6.4962550176E+00    7.0305297618E-02
    5.0490000000E-05    1.2678159399E+00   -8.2269299196E-02    6.4972875061E+00    7.0309358750E-02
    5.0990000000E-05    1.2677625760E+00   -8.2865238251E-02    6.4983243772E+00    7.0313440467E-02
    5.1490000000E-05    1.2677086524E+00   -8.3463427204E-02    6.4993656530E+00    7.0317542768E-02
    5.1990000000E-05    1.2676541635E+00   -8.4063873074E-02    6.5004113557E+00    7.0321665650E-02
    5.2490000000E-05    1.2675991037E+00   -8.4666582792E-02    6.5014615074E+00    7.0325809111E-02
    5.2990000000E-05    1.2675434675E+00   -8.5271563204E-02    6.5025161303E+00    7.0329973147E-02
    5.3490000000E-05    1.2674872489E+00   -8.5878821070E-02    6.5035752464E+00    7.0334157754E-02
    5.3990000000E-05    1.2674304423E+00   -8.6488363060E-02    6.5046388779E+00    7.0338362925E-02
    5.4490000000E-05    1.2673730418E+00   -8.7100195754E-02    6.5057070469E+00    7.0342588654E-02
    5.4990000000E-05    1.2673150416E+00   -8.7714325639E-02    6.5067797754E+00    7.0346834932E-02
    5.5490000000E-05    1.2672564357E+00   -8.8330759110E-02    6.5078570857E+00    7.0351101750E-02
    5.5990000000E-05    1.2671972182E+00   -8.8949502468E-02    6.5089389996E+00    7.0355389098E-02
    5.6490000000E-05    1.2671373829E+00   -8.9570561921E-02    6.5100255394E+00    7.0359696963E-02
    5.6990000000E-05    1.2670769239E+00   -9.0193943603E-02    6.5111167271E+00    7.0364025334E-02
    5.7490000000E-05    1.2670158350E+00   -9.0819653550E-02    6.5122125846E+00    7.0368374195E-02
    5.7990000000E-05    1.2669541099E+00   -9.1447697703E-02    6.5133131340E+00    7.0372743532E-02
    5.8490000000E-05    1.2668917425E+00   -9.2078081897E-02    6.5144183973E+00    7.0377133329E-02
    5.8990000000E-05    1.2668287264E+00   -9.2710811867E-02    6.5155283964E+00    7.0381543567E-02
    5.9490000000E-05    1.2667650553E+00   -9.3345893243E-02    6.5166431533E+00    7.0385974227E-02
    5.9990000000E-05    1.2667007228E+00   -9.3983331548E-02    6.5177626899E+00    7.0390425290E-02
    6.0490000000E-05    1.2666357223E+00   -9.4623132197E-02    6.5188870282E+00    7.0394896734E-02
    6.0990000000E-05    1.2665700475E+00   -9.5265300499E-02    6.5200161899E+00    7.0399388536E-02
    6.1490000000E-05    1.2665036917E+00   -9.5909841649E-02    6.5211501971E+00    7.0403900671E-02
    6.1990000000E-05    1.2664366482E+00   -9.6556760732E-02    6.5222890714E+00    7.0408433115E-02
    6.2490000000E-05    1.2663689105E+00   -9.7206062717E-02    6.5234328347E+00    7.0412985840E-02
    6.2990000000E-05    1.2663004717E+00   -9.7857752462E-02    6.5245815089E+00    7.0417558819E-02
    6.3490000000E-05    1.2662313251E+00   -9.8511834705E-02    6.5257351155E+00    7.0422152022E-02
    6.3990000000E-05    1.2661614638E+00   -9.9168314066E-02    6.5268936764E+00    7.0426765417E-02
    6.4490000000E-05    1.2660908809E+00   -9.9827195047E-02    6.5280572133E+00    7.0431398974E-02
    6.4990000000E-05    1.2660195694E+00   -1.0048848203E-01    6.5292257476E+00    7.0436052658E-02
    6.5490000000E-05    1.2659475223E+00   -1.0115217926E-01    6.5303993012E+00    7.0440726434E-02
    6.5990000000E-05    1.2658747326E+00   -1.0181829089E-01    6.5315778955E+00    7.0445420265E-02
    6.6490000000E-05    1.2658011931E+00   -1.0248682091E-01    6.5327615521E+00    7.0450134114E-02
    6.6990000000E-05    1.2657268965E+00   -1.0315777320E-01    6.5339502925E+00    7.0454867942E-02
    6.7490000000E-05    1.2656518357E+00   -1.0383115153E-01    6.5351441382E+00    7.0459621707E-02
    6.7990000000E-05    1.2655760033E+00   -1.0450695949E-01    6.5363431105E+00    7.0464395367E-02
    6.8490000000E-05    1.2654993920E+00   -1.0518520059E-01    6.5375472308E+00    7.0469188879E-02
    6.8990000000E-05    1.2654219943E+00   -1.0586587818E-01    6.5387565204E+00    7.0474002197E-02
    6.9490000000E-05    1.2653438028E+00   -1.0654899548E-01    6.5399710007E+00    7.0478835275E-02
    6.9990000000E-05    1.2652648098E+00   -1.0723455556E-01    6.5411906929E+00    7.0483688065E-02
    7.0490000000E-05    1.2651850079E+00   -1.0792256138E-01    6.5424156180E+00    7.0488560516E-02
    7.0990000000E-05    1.2651043893E+00   -1.0861301574E-01    6.5436457974E+00    7.0493452577E-02
    7.1490000000E-05    1.2650229462E+00   -1.0930592130E-01    6.5448812520E+00    7.0498364196E-02
    7.1990000000E-05    1.2649406711E+00   -1.1000128059E-01    6.5461220028E+00    7.0503295319E-02
    7.2490000000E-05    1.2648575558E+00   -1.1069909598E-01    6.5473680709E+00    7.0508245889E-02
    7.2990000000E-05    1.2647735927E+00   -1.1139936971E-01    6.5486194771E+00    7.0513215850E-02
    7.3490000000E-05    1.2646887737E+00   -1.1210210385E-01    6.5498762423E+00    7.0518205142E-02
    7.3990000000E-05    1.2646030908E+00   -1.1280730035E-01    6.5511383873E+00    7.0523213705E-02
    7.4490000000E-05    1.2645165359E+00   -1.1351496098E-01    6.5524059329E+00    7.0528241477E-02
    7.4990000000E-05    1.2644291008E+00   -1.1422508739E-01    6.5536788996E+00    7.0533288394E-02
    7.5490000000E-05    1.2643407774E+00   -1.1493768106E-01    6.5549573082E+00    7.0538354391E-02
    7.5990000000E-05    1.2642515574E+00   -1.1565274330E-01    6.5562411791E+00    7.0543439401E-02
    7.6490000000E-05    1.2641614325E+00   -1.1637027531E-01    6.5575305328E+00    7.0548543357E-02
    7.6990000000E-05    1.2640703943E+00   -1.1709027807E-01    6.5588253898E+00    7.0553666187E-02
    7.7490000000E-05    1.2639784343E+00   -1.1781275246E-01    6.5601257703E+00    7.0558807821E-02
    7.7990000000E-05    1.2638855440E+00   -1.1853769917E-01    6.5614316947E+00    7.0563968186E-02
    7.8490000000E-05    1.2637917149E+00   -1.1926511873E-01    6.5627431832E+00    7.0569147206E-02
    7.8990000000E-05    1.2636969383E+00   -1.1999501150E-01    6.5640602558E+00    7.0574344806E-02
    7.9490000000E-05    1.2636012056E+00   -1.2072737771E-01    6.5653829326E+00    7.0579560908E-02
    7.9990000000E-05    1.2635045079E+00   -1.2146221738E-01    6.5667112336E+00    7.0584795432E-02
    8.0490000000E-05    1.2634068365E+00   -1.2219953040E-01    6.5680451786E+00    7.0590048297E-02
    8.0990000000E-05    1.2633081825E+00   -1.2293931646E-01    6.5693847876E+00    7.0595319421E-02
    8.1490000000E-05    1.2632085370E+00   -1.2368157511E-01    6.5707300802E+00    7.0600608720E-02
    8.1990000000E-05    1.2631078909E+00   -1.2442630571E-01    6.5720810760E+00    7.0605916107E-02
    8.2490000000E-05    1.2630062352E+00   -1.2517350745E-01    6.5734377947E+00    7.0611241495E-02
    8.2990000000E-05    1.2629035607E+00   -1.2592317935E-01    6.5748002558E+00    7.0616584795E-02
    8.3490000000E-05    1.2627998584E+00   -1.2667532027E-01    6.5761684785E+00    7.0621945917E-02
    8.3990000000E-05    1.2626951189E+00   -1.2742992886E-01    6.5775424823E+00    7.0627324769E-02
    8.4490000000E-05    1.2625893329E+00   -1.2818700363E-01    6.5789222864E+00    7.0632721256E-02
    8.4990000000E-05    1.2624824911E+00   -1.2894654288E-01    6.5803079098E+00    7.0638135285E-02
    8.5490000000E-05    1.2623745840E+00   -1.2970854475E-01    6.5816993717E+00    7.0643566757E-02
    8.5990000000E-05    1.2622656022E+00   -1.3047300720E-01    6.5830966909E+00    7.0649015574E-02
    8.6490000000E-05    1.2621555360E+00   -1.3123992801E-01    6.5844998864E+00    7.0654481638E-02
    8.6990000000E-05    1.2620443760E+00   -1.3200930475E-01    6.5859089768E+00    7.0659964845E-02
    8.7490000000E-05    1.2619321123E+00   -1.3278113485E-01    6.5873239809E+00    7.0665465094E-02
    8.7990000000E-05    1.2618187352E+00   -1.3355541552E-01    6.5887449173E+00    7.0670982279E-02
    8.8490000000E-05    1.2617042351E+00   -1.3433214380E-01    6.5901718042E+00    7.0676516296E-02
