 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_QA_nfp2_A6.nc                                                                                                                                               
 dt=   2.0000000000000001E-009
 steps=      5000000
 x0=   7.4800000000000005E-002    3.080000000000000      
    6.410000000000000     
 u=    50000.00000000000     
 v_perp=    100000.0000000000     
 
time(s)         r       z        zeta      s
    9.9800000000E-07    1.3073713272E+00   -4.9057733766E-02    6.4468795569E+00    7.4755830413E-02
    1.9980000000E-06    1.3050648094E+00   -5.7675409097E-02    6.4838708891E+00    7.4704264151E-02
    2.9980000000E-06    1.3023548265E+00   -6.6172974544E-02    6.5209083407E+00    7.4645384880E-02
    3.9980000000E-06    1.2992499143E+00   -7.4531986376E-02    6.5580001430E+00    7.4579198709E-02
    4.9980000000E-06    1.2957597576E+00   -8.2734761367E-02    6.5951545366E+00    7.4505716726E-02
    5.9980000000E-06    1.2918951161E+00   -9.0764456543E-02    6.6323797659E+00    7.4424956036E-02
    6.9980000000E-06    1.2876677466E+00   -9.8605130343E-02    6.6696840754E+00    7.4336940444E-02
    7.9980000000E-06    1.2830903223E+00   -1.0624178891E-01    6.7070757025E+00    7.4241700765E-02
    8.9980000000E-06    1.2781763458E+00   -1.1366044305E-01    6.7445628662E+00    7.4139274710E-02
    9.9980000000E-06    1.2729400602E+00   -1.2084814886E-01    6.7821537551E+00    7.4029706382E-02
    1.0998000000E-05    1.2673963609E+00   -1.2779303338E-01    6.8198565162E+00    7.3913045471E-02
    1.1998000000E-05    1.2615607076E+00   -1.3448431131E-01    6.8576792434E+00    7.3789346283E-02
    1.2998000000E-05    1.2554490406E+00   -1.4091228497E-01    6.8956299686E+00    7.3658666715E-02
    1.3998000000E-05    1.2490777116E+00   -1.4706830845E-01    6.9337166600E+00    7.3521067340E-02
    1.4998000000E-05    1.2424634087E+00   -1.5294477384E-01    6.9719472134E+00    7.3376610655E-02
    1.5998000000E-05    1.2356230663E+00   -1.5853513674E-01    7.0103294331E+00    7.3225360424E-02
    1.6998000000E-05    1.2285737823E+00   -1.6383391473E-01    7.0488710169E+00    7.3067381164E-02
    1.7998000000E-05    1.2213327701E+00   -1.6883661338E-01    7.0875795585E+00    7.2902737891E-02
    1.8998000000E-05    1.2139173077E+00   -1.7353967330E-01    7.1264625423E+00    7.2731496169E-02
    1.9998000000E-05    1.2063446731E+00   -1.7794045647E-01    7.1655273234E+00    7.2553722392E-02
    2.0998000000E-05    1.1986320824E+00   -1.8203722691E-01    7.2047811056E+00    7.2369483893E-02
    2.1998000000E-05    1.1907966628E+00   -1.8582907280E-01    7.2442309287E+00    7.2178849050E-02
    2.2998000000E-05    1.1828554641E+00   -1.8931578255E-01    7.2838836595E+00    7.1981888040E-02
    2.3998000000E-05    1.1748253754E+00   -1.9249789526E-01    7.3237459399E+00    7.1778672900E-02
    2.4998000000E-05    1.1667230554E+00   -1.9537671492E-01    7.3638241391E+00    7.1569276982E-02
    2.5998000000E-05    1.1585647827E+00   -1.9795443635E-01    7.4041242763E+00    7.1353774838E-02
    2.6998000000E-05    1.1503665614E+00   -2.0023387613E-01    7.4446520338E+00    7.1132240761E-02
    2.7998000000E-05    1.1421451098E+00   -2.0221706065E-01    7.4854130032E+00    7.0904750961E-02
    2.8998000000E-05    1.1339153988E+00   -2.0390863237E-01    7.5264118660E+00    7.0671382241E-02
    2.9998000000E-05    1.1256911836E+00   -2.0531475182E-01    7.5676526328E+00    7.0432204717E-02
    3.0998000000E-05    1.1174879379E+00   -2.0643926941E-01    7.6091394266E+00    7.0187286926E-02
    3.1998000000E-05    1.1093199955E+00   -2.0728751716E-01    7.6508755480E+00    6.9936695413E-02
    3.2998000000E-05    1.1012010058E+00   -2.0786556537E-01    7.6928636054E+00    6.9680493259E-02
    3.3998000000E-05    1.0931442088E+00   -2.0817980655E-01    7.7351055748E+00    6.9418739841E-02
    3.4998000000E-05    1.0851623458E+00   -2.0823700918E-01    7.7776027334E+00    6.9151490819E-02
    3.5998000000E-05    1.0772678859E+00   -2.0804402683E-01    7.8203556783E+00    6.8878800490E-02
    3.6998000000E-05    1.0694730210E+00   -2.0760778934E-01    7.8633642741E+00    6.8600720575E-02
