 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_QA_nfp2_A6.nc                                                                                                                                               
 dt=   2.0000000000000001E-009
 steps=      2000000
 x0=   7.4770000000000003E-002    3.077500000000000      
    6.411400000000000     
 u=    6000.000000000000     
 v_perp=    20000.00000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3090749068E+00   -4.1717172071E-02    6.4118322422E+00    7.4769869618E-02
    1.9800000000E-07    1.3090533406E+00   -4.1832622590E-02    6.4122733076E+00    7.4769736250E-02
    2.9800000000E-07    1.3090317096E+00   -4.1948059414E-02    6.4127143749E+00    7.4769602554E-02
    3.9800000000E-07    1.3090100137E+00   -4.2063482501E-02    6.4131554442E+00    7.4769468529E-02
    4.9800000000E-07    1.3089882529E+00   -4.2178891811E-02    6.4135965155E+00    7.4769334176E-02
    5.9800000000E-07    1.3089664272E+00   -4.2294287305E-02    6.4140375887E+00    7.4769199495E-02
    6.9800000000E-07    1.3089445368E+00   -4.2409668943E-02    6.4144786640E+00    7.4769064486E-02
    7.9800000000E-07    1.3089225815E+00   -4.2525036683E-02    6.4149197412E+00    7.4768929148E-02
    8.9800000000E-07    1.3089005613E+00   -4.2640390486E-02    6.4153608204E+00    7.4768793483E-02
    9.9800000000E-07    1.3088784764E+00   -4.2755730311E-02    6.4158019016E+00    7.4768657489E-02
    1.0980000000E-06    1.3088563267E+00   -4.2871056119E-02    6.4162429849E+00    7.4768521167E-02
    1.1980000000E-06    1.3088341122E+00   -4.2986367870E-02    6.4166840701E+00    7.4768384516E-02
    1.2980000000E-06    1.3088118330E+00   -4.3101665523E-02    6.4171251574E+00    7.4768247537E-02
    1.3980000000E-06    1.3087894890E+00   -4.3216949038E-02    6.4175662468E+00    7.4768110230E-02
    1.4980000000E-06    1.3087670802E+00   -4.3332218375E-02    6.4180073382E+00    7.4767972595E-02
    1.5980000000E-06    1.3087446068E+00   -4.3447473494E-02    6.4184484316E+00    7.4767834632E-02
    1.6980000000E-06    1.3087220686E+00   -4.3562714356E-02    6.4188895271E+00    7.4767696340E-02
    1.7980000000E-06    1.3086994657E+00   -4.3677940919E-02    6.4193306247E+00    7.4767557721E-02
    1.8980000000E-06    1.3086767981E+00   -4.3793153144E-02    6.4197717244E+00    7.4767418773E-02
    1.9980000000E-06    1.3086540659E+00   -4.3908350991E-02    6.4202128262E+00    7.4767279496E-02
    2.0980000000E-06    1.3086312689E+00   -4.4023534420E-02    6.4206539301E+00    7.4767139892E-02
    2.1980000000E-06    1.3086084074E+00   -4.4138703392E-02    6.4210950360E+00    7.4766999959E-02
    2.2980000000E-06    1.3085854812E+00   -4.4253857865E-02    6.4215361441E+00    7.4766859698E-02
    2.3980000000E-06    1.3085624903E+00   -4.4368997800E-02    6.4219772544E+00    7.4766719109E-02
    2.4980000000E-06    1.3085394349E+00   -4.4484123157E-02    6.4224183667E+00    7.4766578192E-02
    2.5980000000E-06    1.3085163149E+00   -4.4599233897E-02    6.4228594812E+00    7.4766436946E-02
    2.6980000000E-06    1.3084931302E+00   -4.4714329979E-02    6.4233005979E+00    7.4766295373E-02
    2.7980000000E-06    1.3084698810E+00   -4.4829411363E-02    6.4237417167E+00    7.4766153471E-02
    2.8980000000E-06    1.3084465673E+00   -4.4944478010E-02    6.4241828377E+00    7.4766011241E-02
    2.9980000000E-06    1.3084231890E+00   -4.5059529879E-02    6.4246239608E+00    7.4765868682E-02
    3.0980000000E-06    1.3083997461E+00   -4.5174566931E-02    6.4250650862E+00    7.4765725796E-02
    3.1980000000E-06    1.3083762388E+00   -4.5289589127E-02    6.4255062137E+00    7.4765582581E-02
    3.2980000000E-06    1.3083526669E+00   -4.5404596425E-02    6.4259473434E+00    7.4765439038E-02
    3.3980000000E-06    1.3083290305E+00   -4.5519588787E-02    6.4263884754E+00    7.4765295167E-02
    3.4980000000E-06    1.3083053297E+00   -4.5634566172E-02    6.4268296095E+00    7.4765150968E-02
    3.5980000000E-06    1.3082815644E+00   -4.5749528542E-02    6.4272707459E+00    7.4765006441E-02
    3.6980000000E-06    1.3082577346E+00   -4.5864475855E-02    6.4277118846E+00    7.4764861585E-02
    3.7980000000E-06    1.3082338404E+00   -4.5979408072E-02    6.4281530254E+00    7.4764716402E-02
    3.8980000000E-06    1.3082098818E+00   -4.6094325154E-02    6.4285941686E+00    7.4764570890E-02
    3.9980000000E-06    1.3081858588E+00   -4.6209227061E-02    6.4290353139E+00    7.4764425050E-02
    4.0980000000E-06    1.3081617713E+00   -4.6324113753E-02    6.4294764616E+00    7.4764278881E-02
    4.1980000000E-06    1.3081376195E+00   -4.6438985191E-02    6.4299176115E+00    7.4764132385E-02
    4.2980000000E-06    1.3081134033E+00   -4.6553841334E-02    6.4303587637E+00    7.4763985560E-02
    4.3980000000E-06    1.3080891227E+00   -4.6668682144E-02    6.4307999182E+00    7.4763838408E-02
    4.4980000000E-06    1.3080647778E+00   -4.6783507580E-02    6.4312410751E+00    7.4763690927E-02
    4.5980000000E-06    1.3080403686E+00   -4.6898317602E-02    6.4316822342E+00    7.4763543118E-02
    4.6980000000E-06    1.3080158950E+00   -4.7013112173E-02    6.4321233956E+00    7.4763394981E-02
    4.7980000000E-06    1.3079913571E+00   -4.7127891250E-02    6.4325645594E+00    7.4763246515E-02
    4.8980000000E-06    1.3079667550E+00   -4.7242654796E-02    6.4330057255E+00    7.4763097722E-02
    4.9980000000E-06    1.3079420886E+00   -4.7357402771E-02    6.4334468939E+00    7.4762948600E-02
    5.0980000000E-06    1.3079173579E+00   -4.7472135134E-02    6.4338880647E+00    7.4762799150E-02
    5.1980000000E-06    1.3078925629E+00   -4.7586851847E-02    6.4343292379E+00    7.4762649373E-02
    5.2980000000E-06    1.3078677037E+00   -4.7701552870E-02    6.4347704134E+00    7.4762499267E-02
    5.3980000000E-06    1.3078427803E+00   -4.7816238163E-02    6.4352115913E+00    7.4762348832E-02
    5.4980000000E-06    1.3078177927E+00   -4.7930907688E-02    6.4356527716E+00    7.4762198070E-02
    5.5980000000E-06    1.3077927409E+00   -4.8045561403E-02    6.4360939543E+00    7.4762046980E-02
    5.6980000000E-06    1.3077676249E+00   -4.8160199271E-02    6.4365351394E+00    7.4761895561E-02
    5.7980000000E-06    1.3077424448E+00   -4.8274821251E-02    6.4369763269E+00    7.4761743815E-02
    5.8980000000E-06    1.3077172005E+00   -4.8389427305E-02    6.4374175169E+00    7.4761591740E-02
    5.9980000000E-06    1.3076918921E+00   -4.8504017392E-02    6.4378587092E+00    7.4761439337E-02
    6.0980000000E-06    1.3076665195E+00   -4.8618591474E-02    6.4382999040E+00    7.4761286606E-02
    6.1980000000E-06    1.3076410828E+00   -4.8733149511E-02    6.4387411012E+00    7.4761133547E-02
    6.2980000000E-06    1.3076155821E+00   -4.8847691463E-02    6.4391823009E+00    7.4760980160E-02
    6.3980000000E-06    1.3075900172E+00   -4.8962217291E-02    6.4396235031E+00    7.4760826444E-02
    6.4980000000E-06    1.3075643883E+00   -4.9076726957E-02    6.4400647077E+00    7.4760672401E-02
    6.5980000000E-06    1.3075386953E+00   -4.9191220420E-02    6.4405059148E+00    7.4760518030E-02
    6.6980000000E-06    1.3075129383E+00   -4.9305697642E-02    6.4409471244E+00    7.4760363330E-02
    6.7980000000E-06    1.3074871173E+00   -4.9420158583E-02    6.4413883365E+00    7.4760208302E-02
    6.8980000000E-06    1.3074612323E+00   -4.9534603203E-02    6.4418295511E+00    7.4760052947E-02
    6.9980000000E-06    1.3074352833E+00   -4.9649031464E-02    6.4422707682E+00    7.4759897263E-02
    7.0980000000E-06    1.3074092703E+00   -4.9763443326E-02    6.4427119878E+00    7.4759741251E-02
    7.1980000000E-06    1.3073831933E+00   -4.9877838751E-02    6.4431532100E+00    7.4759584911E-02
    7.2980000000E-06    1.3073570524E+00   -4.9992217698E-02    6.4435944346E+00    7.4759428243E-02
    7.3980000000E-06    1.3073308475E+00   -5.0106580130E-02    6.4440356619E+00    7.4759271247E-02
    7.4980000000E-06    1.3073045787E+00   -5.0220926005E-02    6.4444768917E+00    7.4759113923E-02
    7.5980000000E-06    1.3072782461E+00   -5.0335255287E-02    6.4449181240E+00    7.4758956270E-02
    7.6980000000E-06    1.3072518495E+00   -5.0449567934E-02    6.4453593589E+00    7.4758798290E-02
    7.7980000000E-06    1.3072253890E+00   -5.0563863909E-02    6.4458005964E+00    7.4758639982E-02
    7.8980000000E-06    1.3071988647E+00   -5.0678143171E-02    6.4462418365E+00    7.4758481345E-02
    7.9980000000E-06    1.3071722766E+00   -5.0792405683E-02    6.4466830792E+00    7.4758322381E-02
