 sig=    1.000000000000000     
 dt=   2.0000000000000001E-009
 steps=      3000000
 x0=   0.1711000000000000         0.000000000000000      
    0.000000000000000     
 u=    70000.00000000000     
 v_perp=    500000.0000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3828039736E+00   -6.1277466350E-04    4.9553174120E-03    1.7109987312E-01
    1.9800000000E-07    1.3827974847E+00   -1.2380314536E-03    1.0011750761E-02    1.7109948207E-01
    2.9800000000E-07    1.3827866119E+00   -1.8632406521E-03    1.5068157779E-02    1.7109882681E-01
    3.9800000000E-07    1.3827713558E+00   -2.4883782268E-03    2.0124525169E-02    1.7109790733E-01
    4.9800000000E-07    1.3827517173E+00   -3.1134201519E-03    2.5180839633E-02    1.7109672366E-01
    5.9800000000E-07    1.3827276978E+00   -3.7383424100E-03    3.0237087875E-02    1.7109527581E-01
    6.9800000000E-07    1.3826992986E+00   -4.3631209937E-03    3.5293256599E-02    1.7109356379E-01
    7.9800000000E-07    1.3826665216E+00   -4.9877319080E-03    4.0349332510E-02    1.7109158764E-01
    8.9800000000E-07    1.3826293688E+00   -5.6121511725E-03    4.5405302314E-02    1.7108934737E-01
    9.9800000000E-07    1.3825878424E+00   -6.2363548230E-03    5.0461152719E-02    1.7108684301E-01
    1.0980000000E-06    1.3825419450E+00   -6.8603189140E-03    5.5516870434E-02    1.7108407460E-01
    1.1980000000E-06    1.3824916794E+00   -7.4840195204E-03    6.0572442168E-02    1.7108104217E-01
    1.2980000000E-06    1.3824370489E+00   -8.1074327397E-03    6.5627854634E-02    1.7107774576E-01
    1.3980000000E-06    1.3823780566E+00   -8.7305346939E-03    7.0683094545E-02    1.7107418541E-01
    1.4980000000E-06    1.3823147064E+00   -9.3533015316E-03    7.5738148618E-02    1.7107036117E-01
    1.5980000000E-06    1.3822470020E+00   -9.9757094299E-03    8.0793003571E-02    1.7106627308E-01
    1.6980000000E-06    1.3821749477E+00   -1.0597734596E-02    8.5847646122E-02    1.7106192120E-01
    1.7980000000E-06    1.3820985480E+00   -1.1219353271E-02    9.0902062995E-02    1.7105730559E-01
    1.8980000000E-06    1.3820178074E+00   -1.1840541729E-02    9.5956240914E-02    1.7105242629E-01
    1.9980000000E-06    1.3819327310E+00   -1.2461276281E-02    1.0101016661E-01    1.7104728338E-01
    2.0980000000E-06    1.3818433241E+00   -1.3081533276E-02    1.0606382680E-01    1.7104187692E-01
    2.1980000000E-06    1.3817495922E+00   -1.3701289103E-02    1.1111720823E-01    1.7103620697E-01
    2.2980000000E-06    1.3816515409E+00   -1.4320520194E-02    1.1617029764E-01    1.7103027361E-01
    2.3980000000E-06    1.3815491764E+00   -1.4939203025E-02    1.2122308175E-01    1.7102407692E-01
    2.4980000000E-06    1.3814425050E+00   -1.5557314117E-02    1.2627554731E-01    1.7101761696E-01
    2.5980000000E-06    1.3813315331E+00   -1.6174830038E-02    1.3132768107E-01    1.7101089382E-01
    2.6980000000E-06    1.3812162677E+00   -1.6791727407E-02    1.3637946977E-01    1.7100390759E-01
    2.7980000000E-06    1.3810967158E+00   -1.7407982894E-02    1.4143090016E-01    1.7099665835E-01
    2.8980000000E-06    1.3809728847E+00   -1.8023573221E-02    1.4648195900E-01    1.7098914619E-01
    2.9980000000E-06    1.3808447820E+00   -1.8638475166E-02    1.5153263305E-01    1.7098137120E-01
    3.0980000000E-06    1.3807124157E+00   -1.9252665563E-02    1.5658290906E-01    1.7097333349E-01
    3.1980000000E-06    1.3805757937E+00   -1.9866121304E-02    1.6163277379E-01    1.7096503314E-01
    3.2980000000E-06    1.3804349245E+00   -2.0478819341E-02    1.6668221403E-01    1.7095647026E-01
    3.3980000000E-06    1.3802898166E+00   -2.1090736688E-02    1.7173121652E-01    1.7094764497E-01
    3.4980000000E-06    1.3801404790E+00   -2.1701850422E-02    1.7677976806E-01    1.7093855735E-01
    3.5980000000E-06    1.3799869208E+00   -2.2312137685E-02    1.8182785541E-01    1.7092920753E-01
    3.6980000000E-06    1.3798291513E+00   -2.2921575685E-02    1.8687546536E-01    1.7091959562E-01
    3.7980000000E-06    1.3796671802E+00   -2.3530141698E-02    1.9192258470E-01    1.7090972174E-01
    3.8980000000E-06    1.3795010174E+00   -2.4137813071E-02    1.9696920020E-01    1.7089958600E-01
    3.9980000000E-06    1.3793306729E+00   -2.4744567221E-02    2.0201529866E-01    1.7088918853E-01
    4.0980000000E-06    1.3791561571E+00   -2.5350381637E-02    2.0706086688E-01    1.7087852945E-01
    4.1980000000E-06    1.3789774808E+00   -2.5955233883E-02    2.1210589165E-01    1.7086760890E-01
    4.2980000000E-06    1.3787946546E+00   -2.6559101600E-02    2.1715035977E-01    1.7085642700E-01
    4.3980000000E-06    1.3786076897E+00   -2.7161962502E-02    2.2219425805E-01    1.7084498388E-01
    4.4980000000E-06    1.3784165975E+00   -2.7763794387E-02    2.2723757329E-01    1.7083327969E-01
    4.5980000000E-06    1.3782213896E+00   -2.8364575127E-02    2.3228029232E-01    1.7082131457E-01
    4.6980000000E-06    1.3780220777E+00   -2.8964282680E-02    2.3732240193E-01    1.7080908865E-01
    4.7980000000E-06    1.3778186739E+00   -2.9562895083E-02    2.4236388895E-01    1.7079660208E-01
    4.8980000000E-06    1.3776111906E+00   -3.0160390460E-02    2.4740474020E-01    1.7078385501E-01
    4.9980000000E-06    1.3773996402E+00   -3.0756747017E-02    2.5244494250E-01    1.7077084759E-01
    5.0980000000E-06    1.3771840356E+00   -3.1351943048E-02    2.5748448267E-01    1.7075757998E-01
    5.1980000000E-06    1.3769643897E+00   -3.1945956936E-02    2.6252334756E-01    1.7074405233E-01
    5.2980000000E-06    1.3767407158E+00   -3.2538767149E-02    2.6756152398E-01    1.7073026480E-01
    5.3980000000E-06    1.3765130272E+00   -3.3130352250E-02    2.7259899878E-01    1.7071621755E-01
    5.4980000000E-06    1.3762813378E+00   -3.3720690889E-02    2.7763575879E-01    1.7070191075E-01
    5.5980000000E-06    1.3760456614E+00   -3.4309761811E-02    2.8267179085E-01    1.7068734457E-01
    5.6980000000E-06    1.3758060122E+00   -3.4897543853E-02    2.8770708181E-01    1.7067251918E-01
    5.7980000000E-06    1.3755624045E+00   -3.5484015948E-02    2.9274161851E-01    1.7065743474E-01
    5.8980000000E-06    1.3753148529E+00   -3.6069157122E-02    2.9777538781E-01    1.7064209145E-01
    5.9980000000E-06    1.3750633722E+00   -3.6652946502E-02    3.0280837654E-01    1.7062648947E-01
    6.0980000000E-06    1.3748079774E+00   -3.7235363309E-02    3.0784057157E-01    1.7061062900E-01
    6.1980000000E-06    1.3745486839E+00   -3.7816386866E-02    3.1287195976E-01    1.7059451020E-01
    6.2980000000E-06    1.3742855070E+00   -3.8395996592E-02    3.1790252796E-01    1.7057813329E-01
    6.3980000000E-06    1.3740184624E+00   -3.8974172010E-02    3.2293226302E-01    1.7056149844E-01
    6.4980000000E-06    1.3737475660E+00   -3.9550892744E-02    3.2796115183E-01    1.7054460585E-01
    6.5980000000E-06    1.3734728339E+00   -4.0126138520E-02    3.3298918124E-01    1.7052745572E-01
    6.6980000000E-06    1.3731942825E+00   -4.0699889168E-02    3.3801633811E-01    1.7051004824E-01
    6.7980000000E-06    1.3729119281E+00   -4.1272124624E-02    3.4304260933E-01    1.7049238363E-01
    6.8980000000E-06    1.3726257876E+00   -4.1842824925E-02    3.4806798177E-01    1.7047446210E-01
    6.9980000000E-06    1.3723358778E+00   -4.2411970220E-02    3.5309244229E-01    1.7045628384E-01
    7.0980000000E-06    1.3720422159E+00   -4.2979540762E-02    3.5811597778E-01    1.7043784907E-01
    7.1980000000E-06    1.3717448193E+00   -4.3545516911E-02    3.6313857512E-01    1.7041915802E-01
    7.2980000000E-06    1.3714437053E+00   -4.4109879138E-02    3.6816022119E-01    1.7040021090E-01
    7.3980000000E-06    1.3711388919E+00   -4.4672608023E-02    3.7318090287E-01    1.7038100794E-01
    7.4980000000E-06    1.3708303968E+00   -4.5233684255E-02    3.7820060706E-01    1.7036154935E-01
    7.5980000000E-06    1.3705182382E+00   -4.5793088635E-02    3.8321932064E-01    1.7034183538E-01
    7.6980000000E-06    1.3702024344E+00   -4.6350802077E-02    3.8823703051E-01    1.7032186626E-01
    7.7980000000E-06    1.3698830040E+00   -4.6906805606E-02    3.9325372357E-01    1.7030164222E-01
    7.8980000000E-06    1.3695599654E+00   -4.7461080361E-02    3.9826938670E-01    1.7028116350E-01
    7.9980000000E-06    1.3692333378E+00   -4.8013607594E-02    4.0328400682E-01    1.7026043036E-01
    8.0980000000E-06    1.3689031400E+00   -4.8564368673E-02    4.0829757083E-01    1.7023944304E-01
    8.1980000000E-06    1.3685693914E+00   -4.9113345082E-02    4.1331006563E-01    1.7021820179E-01
    8.2980000000E-06    1.3682321114E+00   -4.9660518418E-02    4.1832147814E-01    1.7019670686E-01
    8.3980000000E-06    1.3678913195E+00   -5.0205870397E-02    4.2333179526E-01    1.7017495853E-01
    8.4980000000E-06    1.3675470355E+00   -5.0749382853E-02    4.2834100393E-01    1.7015295705E-01
    8.5980000000E-06    1.3671992795E+00   -5.1291037737E-02    4.3334909106E-01    1.7013070269E-01
    8.6980000000E-06    1.3668480714E+00   -5.1830817118E-02    4.3835604358E-01    1.7010819572E-01
    8.7980000000E-06    1.3664934317E+00   -5.2368703184E-02    4.4336184841E-01    1.7008543642E-01
    8.8980000000E-06    1.3661353807E+00   -5.2904678244E-02    4.4836649250E-01    1.7006242508E-01
    8.9980000000E-06    1.3657739391E+00   -5.3438724727E-02    4.5336996277E-01    1.7003916197E-01
    9.0980000000E-06    1.3654091277E+00   -5.3970825184E-02    4.5837224618E-01    1.7001564739E-01
    9.1980000000E-06    1.3650409675E+00   -5.4500962284E-02    4.6337332967E-01    1.6999188163E-01
    9.2980000000E-06    1.3646694796E+00   -5.5029118823E-02    4.6837320020E-01    1.6996786499E-01
    9.3980000000E-06    1.3642946853E+00   -5.5555277715E-02    4.7337184473E-01    1.6994359776E-01
    9.4980000000E-06    1.3639166060E+00   -5.6079422000E-02    4.7836925021E-01    1.6991908027E-01
    9.5980000000E-06    1.3635352633E+00   -5.6601534842E-02    4.8336540363E-01    1.6989431283E-01
    9.6980000000E-06    1.3631506789E+00   -5.7121599527E-02    4.8836029195E-01    1.6986929574E-01
    9.7980000000E-06    1.3627628749E+00   -5.7639599468E-02    4.9335390218E-01    1.6984402933E-01
    9.8980000000E-06    1.3623718731E+00   -5.8155518201E-02    4.9834622128E-01    1.6981851394E-01
    9.9980000000E-06    1.3619776959E+00   -5.8669339390E-02    5.0333723628E-01    1.6979274989E-01
    1.0098000000E-05    1.3615803656E+00   -5.9181046824E-02    5.0832693416E-01    1.6976673751E-01
    1.0198000000E-05    1.3611799046E+00   -5.9690624419E-02    5.1331530195E-01    1.6974047716E-01
    1.0298000000E-05    1.3607763356E+00   -6.0198056219E-02    5.1830232668E-01    1.6971396918E-01
    1.0398000000E-05    1.3603696814E+00   -6.0703326393E-02    5.2328799536E-01    1.6968721392E-01
    1.0498000000E-05    1.3599599649E+00   -6.1206419242E-02    5.2827229505E-01    1.6966021175E-01
    1.0598000000E-05    1.3595472091E+00   -6.1707319194E-02    5.3325521279E-01    1.6963296302E-01
    1.0698000000E-05    1.3591314371E+00   -6.2206010804E-02    5.3823673565E-01    1.6960546811E-01
    1.0798000000E-05    1.3587126724E+00   -6.2702478760E-02    5.4321685069E-01    1.6957772739E-01
    1.0898000000E-05    1.3582909383E+00   -6.3196707878E-02    5.4819554500E-01    1.6954974124E-01
    1.0998000000E-05    1.3578662584E+00   -6.3688683105E-02    5.5317280567E-01    1.6952151006E-01
    1.1098000000E-05    1.3574386564E+00   -6.4178389518E-02    5.5814861981E-01    1.6949303423E-01
    1.1198000000E-05    1.3570081561E+00   -6.4665812325E-02    5.6312297454E-01    1.6946431415E-01
    1.1298000000E-05    1.3565747814E+00   -6.5150936868E-02    5.6809585698E-01    1.6943535024E-01
    1.1398000000E-05    1.3561385564E+00   -6.5633748618E-02    5.7306725428E-01    1.6940614289E-01
    1.1498000000E-05    1.3556995052E+00   -6.6114233180E-02    5.7803715360E-01    1.6937669253E-01
    1.1598000000E-05    1.3552576521E+00   -6.6592376294E-02    5.8300554211E-01    1.6934699958E-01
    1.1698000000E-05    1.3548130215E+00   -6.7068163829E-02    5.8797240698E-01    1.6931706447E-01
    1.1798000000E-05    1.3543656379E+00   -6.7541581792E-02    5.9293773543E-01    1.6928688764E-01
    1.1898000000E-05    1.3539155258E+00   -6.8012616321E-02    5.9790151468E-01    1.6925646953E-01
    1.1998000000E-05    1.3534627101E+00   -6.8481253690E-02    6.0286373194E-01    1.6922581060E-01
    1.2098000000E-05    1.3530072155E+00   -6.8947480308E-02    6.0782437448E-01    1.6919491129E-01
    1.2198000000E-05    1.3525490669E+00   -6.9411282720E-02    6.1278342955E-01    1.6916377207E-01
    1.2298000000E-05    1.3520882893E+00   -6.9872647605E-02    6.1774088444E-01    1.6913239342E-01
    1.2398000000E-05    1.3516249079E+00   -7.0331561778E-02    6.2269672646E-01    1.6910077581E-01
    1.2498000000E-05    1.3511589478E+00   -7.0788012193E-02    6.2765094293E-01    1.6906891973E-01
    1.2598000000E-05    1.3506904343E+00   -7.1241985938E-02    6.3260352117E-01    1.6903682566E-01
    1.2698000000E-05    1.3502193927E+00   -7.1693470240E-02    6.3755444856E-01    1.6900449411E-01
    1.2798000000E-05    1.3497458486E+00   -7.2142452462E-02    6.4250371248E-01    1.6897192558E-01
    1.2898000000E-05    1.3492698275E+00   -7.2588920107E-02    6.4745130031E-01    1.6893912058E-01
    1.2998000000E-05    1.3487913550E+00   -7.3032860813E-02    6.5239719949E-01    1.6890607965E-01
    1.3098000000E-05    1.3483104569E+00   -7.3474262360E-02    6.5734139746E-01    1.6887280330E-01
    1.3198000000E-05    1.3478271588E+00   -7.3913112665E-02    6.6228388169E-01    1.6883929207E-01
    1.3298000000E-05    1.3473414867E+00   -7.4349399783E-02    6.6722463965E-01    1.6880554650E-01
    1.3398000000E-05    1.3468534665E+00   -7.4783111913E-02    6.7216365888E-01    1.6877156716E-01
    1.3498000000E-05    1.3463631242E+00   -7.5214237388E-02    6.7710092689E-01    1.6873735459E-01
    1.3598000000E-05    1.3458704858E+00   -7.5642764687E-02    6.8203643125E-01    1.6870290937E-01
    1.3698000000E-05    1.3453755775E+00   -7.6068682424E-02    6.8697015956E-01    1.6866823207E-01
    1.3798000000E-05    1.3448784255E+00   -7.6491979359E-02    6.9190209940E-01    1.6863332327E-01
    1.3898000000E-05    1.3443790561E+00   -7.6912644389E-02    6.9683223844E-01    1.6859818358E-01
    1.3998000000E-05    1.3438774955E+00   -7.7330666555E-02    7.0176056432E-01    1.6856281358E-01
    1.4098000000E-05    1.3433737701E+00   -7.7746035038E-02    7.0668706474E-01    1.6852721388E-01
    1.4198000000E-05    1.3428679064E+00   -7.8158739162E-02    7.1161172741E-01    1.6849138512E-01
    1.4298000000E-05    1.3423599308E+00   -7.8568768394E-02    7.1653454009E-01    1.6845532790E-01
    1.4398000000E-05    1.3418498699E+00   -7.8976112343E-02    7.2145549054E-01    1.6841904287E-01
    1.4498000000E-05    1.3413377501E+00   -7.9380760759E-02    7.2637456658E-01    1.6838253066E-01
    1.4598000000E-05    1.3408235982E+00   -7.9782703538E-02    7.3129175603E-01    1.6834579194E-01
    1.4698000000E-05    1.3403074408E+00   -8.0181930718E-02    7.3620704675E-01    1.6830882736E-01
