 sig=    1.000000000000000     
 dt=   2.0000000000000001E-009
 steps=      5000000
 x0=   0.1711000000000000         0.000000000000000      
    0.000000000000000     
 u=    100000.0000000000     
 v_perp=    400000.0000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3827998225E+00   -1.4965301286E-03    6.9611766818E-03    1.7109960263E-01
    1.9800000000E-07    1.3827805405E+00   -3.0234832041E-03    1.4064414620E-02    1.7109837793E-01
    2.9800000000E-07    1.3827482330E+00   -4.5501961316E-03    2.1167645313E-02    1.7109632575E-01
    3.9800000000E-07    1.3827029043E+00   -6.0765476939E-03    2.8270865094E-02    1.7109344615E-01
    4.9800000000E-07    1.3826445606E+00   -7.6024167618E-03    3.5374070293E-02    1.7108973919E-01
    5.9800000000E-07    1.3825732096E+00   -9.1276823237E-03    4.2477257226E-02    1.7108520495E-01
    6.9800000000E-07    1.3824888610E+00   -1.0652223514E-02    4.9580422197E-02    1.7107984353E-01
    7.9800000000E-07    1.3823915261E+00   -1.2175919645E-02    5.6683561497E-02    1.7107365506E-01
    8.9800000000E-07    1.3822812179E+00   -1.3698650230E-02    6.3786671397E-02    1.7106663966E-01
    9.9800000000E-07    1.3821579512E+00   -1.5220295021E-02    7.0889748149E-02    1.7105879750E-01
    1.0980000000E-06    1.3820217426E+00   -1.6740734031E-02    7.7992787981E-02    1.7105012876E-01
    1.1980000000E-06    1.3818726103E+00   -1.8259847563E-02    8.5095787096E-02    1.7104063362E-01
    1.2980000000E-06    1.3817105742E+00   -1.9777516242E-02    9.2198741669E-02    1.7103031230E-01
    1.3980000000E-06    1.3815356561E+00   -2.1293621042E-02    9.9301647844E-02    1.7101916502E-01
    1.4980000000E-06    1.3813478792E+00   -2.2808043311E-02    1.0640450173E-01    1.7100719204E-01
    1.5980000000E-06    1.3811472688E+00   -2.4320664805E-02    1.1350729940E-01    1.7099439361E-01
    1.6980000000E-06    1.3809338514E+00   -2.5831367707E-02    1.2061003689E-01    1.7098077003E-01
    1.7980000000E-06    1.3807076556E+00   -2.7340034663E-02    1.2771271020E-01    1.7096632160E-01
    1.8980000000E-06    1.3804687114E+00   -2.8846548805E-02    1.3481531526E-01    1.7095104863E-01
    1.9980000000E-06    1.3802170507E+00   -3.0350793775E-02    1.4191784799E-01    1.7093495146E-01
    2.0980000000E-06    1.3799527067E+00   -3.1852653758E-02    1.4902030422E-01    1.7091803045E-01
    2.1980000000E-06    1.3796757146E+00   -3.3352013501E-02    1.5612267976E-01    1.7090028596E-01
    2.2980000000E-06    1.3793861109E+00   -3.4848758345E-02    1.6322497034E-01    1.7088171840E-01
