 sig=    1.000000000000000     
 dt=   2.0000000000000001E-009
 steps=      5000000
 x0=   0.1711000000000000         0.000000000000000      
    0.000000000000000     
 u=    140000.0000000000     
 v_perp=    400000.0000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3827929915E+00   -2.2666974397E-03    9.7131055906E-03    1.7109930126E-01
    1.9800000000E-07    1.3827526582E+00   -4.5793177569E-03    1.9624510544E-02    1.7109714772E-01
    2.9800000000E-07    1.3826850833E+00   -6.8912566159E-03    2.9536062893E-02    1.7109353918E-01
    3.9800000000E-07    1.3825902831E+00   -9.2021702205E-03    3.9447837061E-02    1.7108847575E-01
    4.9800000000E-07    1.3824682802E+00   -1.1511715234E-02    4.9359907443E-02    1.7108195760E-01
    5.9800000000E-07    1.3823191036E+00   -1.3819548934E-02    5.9272348401E-02    1.7107398495E-01
    6.9800000000E-07    1.3821427891E+00   -1.6125329363E-02    6.9185234255E-02    1.7106455806E-01
    7.9800000000E-07    1.3819393786E+00   -1.8428715484E-02    7.9098639272E-02    1.7105367726E-01
    8.9800000000E-07    1.3817089206E+00   -2.0729367327E-02    8.9012637656E-02    1.7104134291E-01
    9.9800000000E-07    1.3814514701E+00   -2.3026946142E-02    9.8927303543E-02    1.7102755541E-01
    1.0980000000E-06    1.3811670882E+00   -2.5321114544E-02    1.0884271099E-01    1.7101231523E-01
    1.1980000000E-06    1.3808558424E+00   -2.7611536663E-02    1.1875893396E-01    1.7099562287E-01
    1.2980000000E-06    1.3805178065E+00   -2.9897878288E-02    1.2867604633E-01    1.7097747889E-01
    1.3980000000E-06    1.3801530606E+00   -3.2179807006E-02    1.3859412185E-01    1.7095788389E-01
    1.4980000000E-06    1.3797616908E+00   -3.4456992349E-02    1.4851323416E-01    1.7093683851E-01
    1.5980000000E-06    1.3793437894E+00   -3.6729105926E-02    1.5843345679E-01    1.7091434346E-01
    1.6980000000E-06    1.3788994549E+00   -3.8995821568E-02    1.6835486309E-01    1.7089039946E-01
    1.7980000000E-06    1.3784287916E+00   -4.1256815450E-02    1.7827752631E-01    1.7086500730E-01
    1.8980000000E-06    1.3779319098E+00   -4.3511766235E-02    1.8820151951E-01    1.7083816782E-01
    1.9980000000E-06    1.3774089258E+00   -4.5760355192E-02    1.9812691557E-01    1.7080988189E-01
    2.0980000000E-06    1.3768599614E+00   -4.8002266327E-02    2.0805378722E-01    1.7078015042E-01
    2.1980000000E-06    1.3762851445E+00   -5.0237186506E-02    2.1798220697E-01    1.7074897440E-01
    2.2980000000E-06    1.3756846084E+00   -5.2464805570E-02    2.2791224714E-01    1.7071635481E-01
    2.3980000000E-06    1.3750584920E+00   -5.4684816457E-02    2.3784397982E-01    1.7068229273E-01
    2.4980000000E-06    1.3744069398E+00   -5.6896915310E-02    2.4777747689E-01    1.7064678923E-01
    2.5980000000E-06    1.3737301017E+00   -5.9100801591E-02    2.5771280996E-01    1.7060984548E-01
    2.6980000000E-06    1.3730281328E+00   -6.1296178183E-02    2.6765005043E-01    1.7057146263E-01
    2.7980000000E-06    1.3723011935E+00   -6.3482751496E-02    2.7758926939E-01    1.7053164194E-01
    2.8980000000E-06    1.3715494494E+00   -6.5660231566E-02    2.8753053767E-01    1.7049038466E-01
    2.9980000000E-06    1.3707730710E+00   -6.7828332147E-02    2.9747392581E-01    1.7044769210E-01
    3.0980000000E-06    1.3699722339E+00   -6.9986770806E-02    3.0741950404E-01    1.7040356562E-01
    3.1980000000E-06    1.3691471185E+00   -7.2135269010E-02    3.1736734228E-01    1.7035800661E-01
    3.2980000000E-06    1.3682979100E+00   -7.4273552209E-02    3.2731751009E-01    1.7031101651E-01
    3.3980000000E-06    1.3674247981E+00   -7.6401349916E-02    3.3727007673E-01    1.7026259679E-01
    3.4980000000E-06    1.3665279772E+00   -7.8518395785E-02    3.4722511104E-01    1.7021274899E-01
    3.5980000000E-06    1.3656076462E+00   -8.0624427679E-02    3.5718268154E-01    1.7016147464E-01
    3.6980000000E-06    1.3646640083E+00   -8.2719187744E-02    3.6714285632E-01    1.7010877536E-01
    3.7980000000E-06    1.3636972707E+00   -8.4802422468E-02    3.7710570309E-01    1.7005465278E-01
    3.8980000000E-06    1.3627076452E+00   -8.6873882741E-02    3.8707128913E-01    1.6999910857E-01
    3.9980000000E-06    1.3616953472E+00   -8.8933323913E-02    3.9703968128E-01    1.6994214446E-01
    4.0980000000E-06    1.3606605964E+00   -9.0980505846E-02    4.0701094594E-01    1.6988376218E-01
    4.1980000000E-06    1.3596036159E+00   -9.3015192957E-02    4.1698514902E-01    1.6982396354E-01
    4.2980000000E-06    1.3585246329E+00   -9.5037154265E-02    4.2696235597E-01    1.6976275036E-01
    4.3980000000E-06    1.3574238780E+00   -9.7046163432E-02    4.3694263174E-01    1.6970012449E-01
    4.4980000000E-06    1.3563015853E+00   -9.9041998791E-02    4.4692604073E-01    1.6963608783E-01
    4.5980000000E-06    1.3551579923E+00   -1.0102444338E-01    4.5691264684E-01    1.6957064230E-01
    4.6980000000E-06    1.3539933399E+00   -1.0299328498E-01    4.6690251341E-01    1.6950378987E-01
    4.7980000000E-06    1.3528078719E+00   -1.0494831611E-01    4.7689570318E-01    1.6943553253E-01
    4.8980000000E-06    1.3516018354E+00   -1.0688933407E-01    4.8689227834E-01    1.6936587229E-01
    4.9980000000E-06    1.3503754804E+00   -1.0881614094E-01    4.9689230045E-01    1.6929481120E-01
    5.0980000000E-06    1.3491290597E+00   -1.1072854362E-01    5.0689583043E-01    1.6922235133E-01
    5.1980000000E-06    1.3478628289E+00   -1.1262635379E-01    5.1690292858E-01    1.6914849479E-01
    5.2980000000E-06    1.3465770462E+00   -1.1450938794E-01    5.2691365450E-01    1.6907324370E-01
    5.3980000000E-06    1.3452719723E+00   -1.1637746738E-01    5.3692806711E-01    1.6899660021E-01
    5.4980000000E-06    1.3439478705E+00   -1.1823041820E-01    5.4694622462E-01    1.6891856647E-01
    5.5980000000E-06    1.3426050062E+00   -1.2006807129E-01    5.5696818451E-01    1.6883914469E-01
    5.6980000000E-06    1.3412436472E+00   -1.2189026233E-01    5.6699400348E-01    1.6875833705E-01
