 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_pwO_nfp2_A6.nc                                                                                                                                              
 dt=   1.0000000000000000E-008
 steps=      4000000
 x0=   7.0000000000000007E-002    3.077400000000000      
   -3.141590000000000     
 u=    8000.000000000000     
 v_perp=    30000.00000000000     
 
time(s)         r       z        zeta      s
    4.9000000000E-07    1.0058485521E+00   -7.2933321807E-03   -3.1379140219E+00    6.9999079664E-02
    9.9000000000E-07    1.0058739264E+00   -6.3991651693E-03   -3.1341634160E+00    6.9998102524E-02
    1.4900000000E-06    1.0059001141E+00   -5.5050457295E-03   -3.1304132169E+00    6.9997087182E-02
    1.9900000000E-06    1.0059271137E+00   -4.6110023915E-03   -3.1266634354E+00    6.9996033831E-02
    2.4900000000E-06    1.0059549243E+00   -3.7170637470E-03   -3.1229140823E+00    6.9994942657E-02
    2.9900000000E-06    1.0059835449E+00   -2.8232584403E-03   -3.1191651686E+00    6.9993813831E-02
    3.4900000000E-06    1.0060129746E+00   -1.9296151600E-03   -3.1154167055E+00    6.9992647515E-02
    3.9900000000E-06    1.0060432127E+00   -1.0361626297E-03   -3.1116687040E+00    6.9991443858E-02
    4.4900000000E-06    1.0060742589E+00   -1.4292959905E-04   -3.1079211755E+00    6.9990202997E-02
    4.9900000000E-06    1.0061061127E+00    7.5005516493E-04   -3.1041741312E+00    6.9988925056E-02
    5.4900000000E-06    1.0061387740E+00    1.6427628874E-03   -3.1004275827E+00    6.9987610147E-02
    5.9900000000E-06    1.0061722426E+00    2.5351647948E-03   -3.0966815416E+00    6.9986258371E-02
    6.4900000000E-06    1.0062065188E+00    3.4272321237E-03   -3.0929360194E+00    6.9984869811E-02
    6.9900000000E-06    1.0062416027E+00    4.3189361308E-03   -3.0891910280E+00    6.9983444543E-02
    7.4900000000E-06    1.0062774947E+00    5.2102481011E-03   -3.0854465794E+00    6.9981982625E-02
    7.9900000000E-06    1.0063141955E+00    6.1011393580E-03   -3.0817026854E+00    6.9980484105E-02
    8.4900000000E-06    1.0063517057E+00    6.9915812722E-03   -3.0779593583E+00    6.9978949015E-02
    8.9900000000E-06    1.0063900262E+00    7.8815452707E-03   -3.0742166102E+00    6.9977377377E-02
    9.4900000000E-06    1.0064291579E+00    8.7710028460E-03   -3.0704744536E+00    6.9975769197E-02
    9.9900000000E-06    1.0064691020E+00    9.6599255650E-03   -3.0667329008E+00    6.9974124469E-02
    1.0490000000E-05    1.0065098597E+00    1.0548285078E-02   -3.0629919646E+00    6.9972443174E-02
    1.0990000000E-05    1.0065514326E+00    1.1436053128E-02   -3.0592516575E+00    6.9970725281E-02
    1.1490000000E-05    1.0065938221E+00    1.2323201558E-02   -3.0555119925E+00    6.9968970744E-02
    1.1990000000E-05    1.0066370299E+00    1.3209702320E-02   -3.0517729825E+00    6.9967179507E-02
    1.2490000000E-05    1.0066810579E+00    1.4095527486E-02   -3.0480346406E+00    6.9965351502E-02
    1.2990000000E-05    1.0067259081E+00    1.4980649252E-02   -3.0442969799E+00    6.9963486646E-02
    1.3490000000E-05    1.0067715826E+00    1.5865039948E-02   -3.0405600138E+00    6.9961584848E-02
    1.3990000000E-05    1.0068180835E+00    1.6748672047E-02   -3.0368237557E+00    6.9959646003E-02
    1.4490000000E-05    1.0068654134E+00    1.7631518172E-02   -3.0330882192E+00    6.9957669997E-02
    1.4990000000E-05    1.0069135748E+00    1.8513551100E-02   -3.0293534180E+00    6.9955656704E-02
    1.5490000000E-05    1.0069625701E+00    1.9394743776E-02   -3.0256193659E+00    6.9953605989E-02
    1.5990000000E-05    1.0070124024E+00    2.0275069315E-02   -3.0218860768E+00    6.9951517705E-02
    1.6490000000E-05    1.0070630744E+00    2.1154501008E-02   -3.0181535648E+00    6.9949391700E-02
    1.6990000000E-05    1.0071145891E+00    2.2033012333E-02   -3.0144218440E+00    6.9947227807E-02
    1.7490000000E-05    1.0071669498E+00    2.2910576957E-02   -3.0106909289E+00    6.9945025856E-02
    1.7990000000E-05    1.0072201598E+00    2.3787168746E-02   -3.0069608339E+00    6.9942785666E-02
    1.8490000000E-05    1.0072742224E+00    2.4662761766E-02   -3.0032315734E+00    6.9940507050E-02
    1.8990000000E-05    1.0073291411E+00    2.5537330292E-02   -2.9995031623E+00    6.9938189813E-02
    1.9490000000E-05    1.0073849196E+00    2.6410848812E-02   -2.9957756154E+00    6.9935833752E-02
    1.9990000000E-05    1.0074415617E+00    2.7283292031E-02   -2.9920489475E+00    6.9933438662E-02
    2.0490000000E-05    1.0074990712E+00    2.8154634878E-02   -2.9883231739E+00    6.9931004330E-02
    2.0990000000E-05    1.0075574521E+00    2.9024852508E-02   -2.9845983097E+00    6.9928530536E-02
    2.1490000000E-05    1.0076167086E+00    2.9893920307E-02   -2.9808743703E+00    6.9926017060E-02
    2.1990000000E-05    1.0076768447E+00    3.0761813895E-02   -2.9771513712E+00    6.9923463675E-02
    2.2490000000E-05    1.0077378649E+00    3.1628509129E-02   -2.9734293280E+00    6.9920870151E-02
    2.2990000000E-05    1.0077997736E+00    3.2493982110E-02   -2.9697082565E+00    6.9918236255E-02
    2.3490000000E-05    1.0078625752E+00    3.3358209180E-02   -2.9659881725E+00    6.9915561752E-02
    2.3990000000E-05    1.0079262744E+00    3.4221166929E-02   -2.9622690922E+00    6.9912846404E-02
