 sig=    1.000000000000000     
 dt=   2.0000000000000001E-009
 steps=      5000000
 x0=   0.1711000000000000         0.000000000000000      
    0.000000000000000     
 u=    55000.00000000000     
 v_perp=    500000.0000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3828050397E+00   -3.1274042233E-04    3.9254779103E-03    1.7110000677E-01
    1.9800000000E-07    1.3828018365E+00   -6.3185830013E-04    7.9310678462E-03    1.7110002762E-01
    2.9800000000E-07    1.3827964692E+00   -9.5096603822E-04    1.1936658251E-02    1.7110006256E-01
    3.9800000000E-07    1.3827889378E+00   -1.2700585153E-03    1.5942249363E-02    1.7110011159E-01
    4.9800000000E-07    1.3827792424E+00   -1.5891306101E-03    1.9947841420E-02    1.7110017469E-01
    5.9800000000E-07    1.3827673834E+00   -1.9081772011E-03    2.3953434660E-02    1.7110025185E-01
    6.9800000000E-07    1.3827533610E+00   -2.2271931664E-03    2.7959029322E-02    1.7110034307E-01
    7.9800000000E-07    1.3827371755E+00   -2.5461733843E-03    3.1964625647E-02    1.7110044833E-01
    8.9800000000E-07    1.3827188273E+00   -2.8651127325E-03    3.5970223876E-02    1.7110056761E-01
    9.9800000000E-07    1.3826983168E+00   -3.1840060885E-03    3.9975824250E-02    1.7110070089E-01
    1.0980000000E-06    1.3826756446E+00   -3.5028483295E-03    4.3981427014E-02    1.7110084816E-01
    1.1980000000E-06    1.3826508111E+00   -3.8216343321E-03    4.7987032413E-02    1.7110100938E-01
    1.2980000000E-06    1.3826238169E+00   -4.1403589728E-03    5.1992640694E-02    1.7110118455E-01
    1.3980000000E-06    1.3825946627E+00   -4.4590171274E-03    5.5998252104E-02    1.7110137362E-01
    1.4980000000E-06    1.3825633490E+00   -4.7776036713E-03    6.0003866896E-02    1.7110157657E-01
    1.5980000000E-06    1.3825298768E+00   -5.0961134791E-03    6.4009485320E-02    1.7110179338E-01
    1.6980000000E-06    1.3824942467E+00   -5.4145414250E-03    6.8015107632E-02    1.7110202399E-01
    1.7980000000E-06    1.3824564596E+00   -5.7328823825E-03    7.2020734089E-02    1.7110226838E-01
