 sig=    1.000000000000000     
 dt=   2.0000000000000001E-009
 steps=      5000000
 x0=   0.1711000000000000         0.000000000000000      
    0.000000000000000     
 u=    100000.0000000000     
 v_perp=    500000.0000000000     
 
time(s)         r       z        zeta      s
    9.8000000000E-08    1.3828007813E+00   -1.2040636698E-03    7.0166641897E-03    1.7109959590E-01
    1.9800000000E-07    1.3827844543E+00   -2.4326062010E-03    1.4176505289E-02    1.7109835047E-01
    2.9800000000E-07    1.3827570978E+00   -3.6609584762E-03    2.1336305203E-02    1.7109626355E-01
    3.9800000000E-07    1.3827187154E+00   -4.8890244546E-03    2.8496043126E-02    1.7109333520E-01
    4.9800000000E-07    1.3826693120E+00   -6.1167081579E-03    3.5655698250E-02    1.7108956549E-01
    5.9800000000E-07    1.3826088942E+00   -7.3439136907E-03    4.2815249761E-02    1.7108495450E-01
    6.9800000000E-07    1.3825374697E+00   -8.5705452614E-03    4.9974676836E-02    1.7107950234E-01
    7.9800000000E-07    1.3824550477E+00   -9.7965072030E-03    5.7133958645E-02    1.7107320913E-01
    8.9800000000E-07    1.3823616389E+00   -1.1021703994E-02    6.4293074346E-02    1.7106607503E-01
    9.9800000000E-07    1.3822572554E+00   -1.2246040277E-02    7.1452003087E-02    1.7105810019E-01
    1.0980000000E-06    1.3821419108E+00   -1.3469420883E-02    7.8610723999E-02    1.7104928479E-01
    1.1980000000E-06    1.3820156198E+00   -1.4691750847E-02    8.5769216200E-02    1.7103962905E-01
    1.2980000000E-06    1.3818783989E+00   -1.5912935433E-02    9.2927458792E-02    1.7102913317E-01
    1.3980000000E-06    1.3817302657E+00   -1.7132880148E-02    1.0008543086E-01    1.7101779741E-01
    1.4980000000E-06    1.3815712393E+00   -1.8351490768E-02    1.0724311145E-01    1.7100562201E-01
    1.5980000000E-06    1.3814013403E+00   -1.9568673355E-02    1.1440047963E-01    1.7099260727E-01
    1.6980000000E-06    1.3812205905E+00   -2.0784334273E-02    1.2155751439E-01    1.7097875346E-01
    1.7980000000E-06    1.3810290132E+00   -2.1998380215E-02    1.2871419473E-01    1.7096406093E-01
