 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_QA_nfp2_A6.nc                                                                                                                                               
 dt=   1.0000000000000000E-008
 steps=      2000000
 x0=   7.4600000000000000E-002   0.3140000000000000      
    9.392040000000000     
 u=   -3000.000000000000     
 v_perp=    100000.0000000000     
 
time(s)         r       z        zeta      s
    4.9000000000E-07    6.5432598173E-01   -3.6595301304E-02    9.3899373694E+00    7.4561045688E-02
    9.9000000000E-07    6.5434560659E-01   -3.6912999666E-02    9.3877636174E+00    7.4521281256E-02
    1.4900000000E-06    6.5436621670E-01   -3.7236536277E-02    9.3855613700E+00    7.4481499326E-02
    1.9900000000E-06    6.5438782878E-01   -3.7565905639E-02    9.3833306258E+00    7.4441697676E-02
    2.4900000000E-06    6.5441045994E-01   -3.7901102635E-02    9.3810713827E+00    7.4401874088E-02
    2.9900000000E-06    6.5443412849E-01   -3.8242124062E-02    9.3787836383E+00    7.4362026344E-02
    3.4900000000E-06    6.5445885372E-01   -3.8588968180E-02    9.3764673901E+00    7.4322152231E-02
    3.9900000000E-06    6.5448465517E-01   -3.8941633434E-02    9.3741226343E+00    7.4282249535E-02
    4.4900000000E-06    6.5451155267E-01   -3.9300118420E-02    9.3717493661E+00    7.4242316047E-02
    4.9900000000E-06    6.5453956627E-01   -3.9664421878E-02    9.3693475795E+00    7.4202349556E-02
    5.4900000000E-06    6.5456871630E-01   -4.0034542689E-02    9.3669172672E+00    7.4162347855E-02
    5.9900000000E-06    6.5459902332E-01   -4.0410479868E-02    9.3644584210E+00    7.4122308737E-02
    6.4900000000E-06    6.5463050818E-01   -4.0792232560E-02    9.3619710314E+00    7.4082229999E-02
    6.9900000000E-06    6.5466319184E-01   -4.1179799834E-02    9.3594550877E+00    7.4042109440E-02
    7.4900000000E-06    6.5469709523E-01   -4.1573180295E-02    9.3569105777E+00    7.4001944860E-02
    7.9900000000E-06    6.5473223951E-01   -4.1972372618E-02    9.3543374880E+00    7.3961734065E-02
    8.4900000000E-06    6.5476864616E-01   -4.2377375670E-02    9.3517358042E+00    7.3921474864E-02
    8.9900000000E-06    6.5480633693E-01   -4.2788188508E-02    9.3491055106E+00    7.3881165069E-02
    9.4900000000E-06    6.5484533390E-01   -4.3204810376E-02    9.3464465910E+00    7.3840802496E-02
    9.9900000000E-06    6.5488565948E-01   -4.3627240708E-02    9.3437590276E+00    7.3800384962E-02
