 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_pwO_nfp2_A6.nc                                                                                                                                              
 dt=   1.0000000000000000E-008
 steps=      2000000
 x0=   7.4600000000000000E-002    4.710000000000000      
   -2.857000000000000     
 u=    1000.000000000000     
 v_perp=   -90000.00000000000     
 
time(s)         r       z        zeta      s
    4.9000000000E-07    8.2986405514E-01    1.8284517976E-01   -2.8564623066E+00    7.4622213283E-02
    9.9000000000E-07    8.2982700166E-01    1.8302065017E-01   -2.8558422872E+00    7.4644858931E-02
    1.4900000000E-06    8.2978870101E-01    1.8321422810E-01   -2.8551502259E+00    7.4667482357E-02
    1.9900000000E-06    8.2974917525E-01    1.8342590586E-01   -2.8543861603E+00    7.4690082511E-02
    2.4900000000E-06    8.2970845076E-01    1.8365567409E-01   -2.8535501339E+00    7.4712658344E-02
    2.9900000000E-06    8.2966655819E-01    1.8390352176E-01   -2.8526421963E+00    7.4735208811E-02
    3.4900000000E-06    8.2962353242E-01    1.8416943617E-01   -2.8516624030E+00    7.4757732868E-02
    3.9900000000E-06    8.2957941261E-01    1.8445340288E-01   -2.8506108157E+00    7.4780229478E-02
    4.4900000000E-06    8.2953424216E-01    1.8475540576E-01   -2.8494875020E+00    7.4802697608E-02
    4.9900000000E-06    8.2948806865E-01    1.8507542695E-01   -2.8482925356E+00    7.4825136230E-02
    5.4900000000E-06    8.2944094390E-01    1.8541344680E-01   -2.8470259963E+00    7.4847544323E-02
    5.9900000000E-06    8.2939292387E-01    1.8576944390E-01   -2.8456879698E+00    7.4869920876E-02
    6.4900000000E-06    8.2934406872E-01    1.8614339503E-01   -2.8442785482E+00    7.4892264883E-02
    6.9900000000E-06    8.2929444362E-01    1.8653527510E-01   -2.8427978294E+00    7.4914575352E-02
    7.4900000000E-06    8.2924412279E-01    1.8694505688E-01   -2.8412459176E+00    7.4936851303E-02
    7.9900000000E-06    8.2919318636E-01    1.8737271114E-01   -2.8396229228E+00    7.4959091774E-02
    8.4900000000E-06    8.2914171874E-01    1.8781820674E-01   -2.8379289613E+00    7.4981295827E-02
    8.9900000000E-06    8.2908980856E-01    1.8828151053E-01   -2.8361641558E+00    7.5003462544E-02
    9.4900000000E-06    8.2903754866E-01    1.8876258737E-01   -2.8343286351E+00    7.5025591029E-02
    9.9900000000E-06    8.2898503603E-01    1.8926140008E-01   -2.8324225342E+00    7.5047680407E-02
    1.0490000000E-05    8.2893237179E-01    1.8977790936E-01   -2.8304459947E+00    7.5069729829E-02
    1.0990000000E-05    8.2887966110E-01    1.9031207383E-01   -2.8283991644E+00    7.5091738464E-02
