 sig=    1.000000000000000      inputfile=
 /home/rjrj524/project3/20251121_pwo/nc/wout_QA_nfp2_A6.nc                                                                                                                                               
 dt=   1.0000000000000000E-008
 steps=      2000000
 x0=   7.0999999999999994E-002   0.3140000000000000      
    3.112040000000000     
 u=    0.000000000000000     
 v_perp=    100000.0000000000     
 
time(s)         r       z        zeta      s
    4.9000000000E-07    6.5900646895E-01   -3.5124596937E-02    3.1119571022E+00    7.0961680009E-02
    9.9000000000E-07    6.5899794727E-01   -3.5017573692E-02    3.1118453179E+00    7.0922721647E-02
    1.4900000000E-06    6.5898992807E-01   -3.4916306775E-02    3.1117061161E+00    7.0883905877E-02
    1.9900000000E-06    6.5898236876E-01   -3.4820700845E-02    3.1115395469E+00    7.0845230364E-02
    2.4900000000E-06    6.5897522750E-01   -3.4730660921E-02    3.1113456591E+00    7.0806692990E-02
    2.9900000000E-06    6.5896846318E-01   -3.4646092399E-02    3.1111244998E+00    7.0768291841E-02
    3.4900000000E-06    6.5896203547E-01   -3.4566901068E-02    3.1108761153E+00    7.0730025209E-02
    3.9900000000E-06    6.5895590485E-01   -3.4492993127E-02    3.1106005510E+00    7.0691891583E-02
    4.4900000000E-06    6.5895003972E-01   -3.4424288428E-02    3.1102978607E+00    7.0653889644E-02
    4.9900000000E-06    6.5894444918E-01   -3.4360782102E-02    3.1099681472E+00    7.0616018135E-02
    5.4900000000E-06    6.5893915658E-01   -3.4302495744E-02    3.1096115303E+00    7.0578275711E-02
    5.9900000000E-06    6.5893418522E-01   -3.4249450998E-02    3.1092281294E+00    7.0540660921E-02
    6.4900000000E-06    6.5892955835E-01   -3.4201669520E-02    3.1088180635E+00    7.0503172211E-02
    6.9900000000E-06    6.5892529916E-01   -3.4159172970E-02    3.1083814505E+00    7.0465807923E-02
    7.4900000000E-06    6.5892143073E-01   -3.4121982996E-02    3.1079184076E+00    7.0428566301E-02
    7.9900000000E-06    6.5891797603E-01   -3.4090121229E-02    3.1074290510E+00    7.0391445491E-02
    8.4900000000E-06    6.5891495790E-01   -3.4063609270E-02    3.1069134954E+00    7.0354443541E-02
    8.9900000000E-06    6.5891239689E-01   -3.4042464501E-02    3.1063718516E+00    7.0317558410E-02
    9.4900000000E-06    6.5891029839E-01   -3.4026675040E-02    3.1058042094E+00    7.0280788009E-02
    9.9900000000E-06    6.5890866157E-01   -3.4016216700E-02    3.1052106490E+00    7.0244130265E-02
    1.0490000000E-05    6.5890748580E-01   -3.4011065535E-02    3.1045912488E+00    7.0207583131E-02
